uid,age,brand,car_type,fuel,id,mileage,mileage_per_year,name,power,price_model,price_usd_est,price_usd_final,source,source_file,trans,year,price_per_hp,price_per_mile
16983,,BMW,Other,Diesel,,150000.0,,5Er,143.0,350.0,9961.6608,9961.6608,,cars_with_price_est_20k.csv,Other,1996.0,69.66196363636364,0.066411072
16984,,Volkswagen,Hatchback,Petrol,,150000.0,,Golf,200.0,6500.0,21715.2,6500.0,,cars_with_price_est_20k.csv,Automatic,2006.0,32.5,0.043333333333333335
16985,,Mitsubishi,Other,Petrol,,150000.0,,Nan,176.0,4800.0,12831.4368,4800.0,,cars_with_price_est_20k.csv,Other,1998.0,27.272727272727273,0.032
16986,,Volkswagen,Other,Petrol,,70000.0,,Eos,122.0,13500.0,25852.7808,13500.0,,cars_with_price_est_20k.csv,Other,2009.0,110.65573770491804,0.19285714285714287
16987,,Mini,Other,Petrol,,150000.0,,Cooper,170.0,6999.0,20540.52,6999.0,,cars_with_price_est_20k.csv,Other,2005.0,41.17058823529412,0.04666
16988,,Mercedes-Benz,Other,Petrol,,150000.0,,E Klasse,279.0,2800.0,17795.232,2800.0,,cars_with_price_est_20k.csv,Automatic,2000.0,10.03584229390681,0.018666666666666668
16989,,Renault,Other,Petrol,,125000.0,,Clio,75.0,3500.0,21004.5,3500.0,,cars_with_price_est_20k.csv,Other,2009.0,46.666666666666664,0.028
16990,,Renault,Other,Petrol,,150000.0,,Clio,75.0,600.0,7780.5,7780.5,,cars_with_price_est_20k.csv,Other,1995.0,103.74,0.05187
16991,,Ford,Other,Petrol,,150000.0,,Fiesta,80.0,2250.0,15575.04,2250.0,,cars_with_price_est_20k.csv,Other,2004.0,28.125,0.015
16992,,Hyundai,Other,Diesel,,70000.0,,I Reihe,184.0,19900.0,36693.888,19900.0,,cars_with_price_est_20k.csv,Automatic,2013.0,108.15217391304348,0.2842857142857143
16993,,Volkswagen,Other,Diesel,,150000.0,,Touran,140.0,2999.0,19543.68,2999.0,,cars_with_price_est_20k.csv,Other,2006.0,21.42142857142857,0.01999333333333333
16994,,Volkswagen,Hatchback,Petrol,,150000.0,,Golf,,3899.0,30888.0,3899.0,,cars_with_price_est_20k.csv,Other,2018.0,,0.025993333333333334
16995,,BMW,Other,Diesel,,150000.0,,3Er,177.0,5990.0,26463.528,5990.0,,cars_with_price_est_20k.csv,Other,2010.0,33.84180790960452,0.039933333333333335
16996,,Peugeot,Other,Petrol,,150000.0,,2 Reihe,,1500.0,16286.4,1500.0,,cars_with_price_est_20k.csv,Other,2006.0,,0.01
16997,,Opel,Other,Petrol,,150000.0,,Zafira,108.0,760.0,13630.656,13630.656,,cars_with_price_est_20k.csv,Other,2001.0,126.20977777777779,0.09087104
16998,,Opel,Other,Petrol,,150000.0,,Zafira,110.0,888.0,11774.88,11774.88,,cars_with_price_est_20k.csv,Other,1999.0,107.04436363636363,0.07849919999999999
16999,,BMW,Other,Petrol,,150000.0,,3Er,115.0,1299.0,10460.268,1299.0,,cars_with_price_est_20k.csv,Other,1997.0,11.295652173913043,0.00866
17000,,Seat,Other,,,150000.0,,Ibiza,,0.0,11232.0,11232.0,,cars_with_price_est_20k.csv,,2000.0,,0.07488
17001,,Mercedes-Benz,Other,Petrol,,150000.0,,C Klasse,163.0,5500.0,19181.6352,5500.0,,cars_with_price_est_20k.csv,Automatic,2004.0,33.74233128834356,0.03666666666666667
17002,,Mercedes-Benz,Other,Petrol,,150000.0,,Sl,185.0,14800.0,7186.725,14800.0,,cars_with_price_est_20k.csv,Automatic,1985.0,80.0,0.09866666666666667
17003,,Audi,Other,Petrol,,150000.0,,A6,174.0,800.0,15983.603999999998,15983.603999999998,,cars_with_price_est_20k.csv,Other,1995.0,91.85979310344827,0.10655735999999999
17004,,Mazda,Other,Petrol,,150000.0,,Mx Reihe,,100.0,7160.400000000001,7160.400000000001,,cars_with_price_est_20k.csv,Automatic,1994.0,,0.047736
17005,,Nissan,Other,Diesel,,150000.0,,X Trail,136.0,4999.0,19398.912,4999.0,,cars_with_price_est_20k.csv,Other,2006.0,36.75735294117647,0.033326666666666664
17006,,Skoda,Other,Petrol,,80000.0,,Fabia,60.0,5500.0,22338.336,5500.0,,cars_with_price_est_20k.csv,Other,2009.0,91.66666666666667,0.06875
17007,,Volkswagen,Hatchback,Diesel,,125000.0,,Golf,90.0,7900.0,20697.6,7900.0,,cars_with_price_est_20k.csv,Other,2008.0,87.77777777777777,0.0632
17008,,Chrysler,Other,Diesel,,150000.0,,300C,218.0,9200.0,22366.656,9200.0,,cars_with_price_est_20k.csv,Automatic,2006.0,42.20183486238532,0.06133333333333333
17009,,Volkswagen,Other,Petrol,,20000.0,,Transporter,69.0,1990.0,6277.471199999999,1990.0,,cars_with_price_est_20k.csv,Other,1982.0,28.840579710144926,0.0995
17010,,Volkswagen,Other,Petrol,,20000.0,,Polo,90.0,10980.0,33786.48,10980.0,,cars_with_price_est_20k.csv,Other,2013.0,122.0,0.549
17011,,Volkswagen,Hatchback,Petrol,,150000.0,,Golf,75.0,600.0,8299.199999999999,8299.199999999999,,cars_with_price_est_20k.csv,Other,1996.0,110.65599999999999,0.055327999999999995
17012,,Volkswagen,Other,Diesel,,150000.0,,Passat,140.0,5700.0,20554.56,5700.0,,cars_with_price_est_20k.csv,Other,2007.0,40.714285714285715,0.038
17013,,BMW,Other,Diesel,,150000.0,,X Reihe,286.0,22400.0,30114.3024,22400.0,,cars_with_price_est_20k.csv,Automatic,2009.0,78.32167832167832,0.14933333333333335
17014,,Mazda,Other,Petrol,,150000.0,,3 Reihe,88.0,1750.0,13094.016,1750.0,,cars_with_price_est_20k.csv,Other,2001.0,19.886363636363637,0.011666666666666667
17015,,BMW,Other,CNG/LPG,,150000.0,,5Er,218.0,9790.0,22270.248,9790.0,,cars_with_price_est_20k.csv,Automatic,2005.0,44.908256880733944,0.06526666666666667
17016,,Audi,Other,Petrol,,150000.0,,A4,163.0,4600.0,31055.9808,4600.0,,cars_with_price_est_20k.csv,Other,2004.0,28.220858895705522,0.030666666666666665
17017,,Porsche,Other,Petrol,,5000.0,,911,400.0,115000.0,173222.40000000005,115000.0,,cars_with_price_est_20k.csv,Automatic,2016.0,287.5,23.0
17018,,Opel,Other,Petrol,,150000.0,,Corsa,,250.0,28080.0,28080.0,,cars_with_price_est_20k.csv,Other,2016.0,,0.1872
17019,,Mercedes-Benz,Other,Petrol,,80000.0,,C Klasse,143.0,8300.0,22728.4596,8300.0,,cars_with_price_est_20k.csv,Other,2005.0,58.04195804195804,0.10375
17020,,BMW,Other,Petrol,,90000.0,,Z Reihe,265.0,17950.0,31746.3552,17950.0,,cars_with_price_est_20k.csv,Automatic,2008.0,67.73584905660377,0.19944444444444445
17021,,Audi,Other,Diesel,,150000.0,,A4,143.0,8900.0,38592.9648,8900.0,,cars_with_price_est_20k.csv,Other,2009.0,62.23776223776224,0.059333333333333335
17022,,Mercedes-Benz,Other,Petrol,,125000.0,,C Klasse,272.0,18000.0,31201.632,18000.0,,cars_with_price_est_20k.csv,Automatic,2009.0,66.17647058823529,0.144
17023,,Skoda,Other,Diesel,,80000.0,,Octavia,105.0,12000.0,31112.04,12000.0,,cars_with_price_est_20k.csv,Other,2013.0,114.28571428571429,0.15
17024,,Fiat,Other,Petrol,,150000.0,,Seicento,45.0,0.0,9547.2,9547.2,,cars_with_price_est_20k.csv,,2000.0,212.16000000000003,0.06364800000000001
17025,,BMW,Other,Petrol,,150000.0,,3Er,116.0,2200.0,14537.5776,2200.0,,cars_with_price_est_20k.csv,Other,2001.0,18.96551724137931,0.014666666666666666
17026,,Volkswagen,Hatchback,Petrol,,5000.0,,Golf,101.0,1450.0,16689.312000000005,1450.0,,cars_with_price_est_20k.csv,Automatic,2000.0,14.356435643564357,0.29
17027,,Volkswagen,Other,Petrol,,125000.0,,Fox,54.0,2650.0,16480.2,2650.0,,cars_with_price_est_20k.csv,Other,2005.0,49.074074074074076,0.0212
17028,,Volvo,Other,Petrol,,150000.0,,V70,140.0,1950.0,24631.776,1950.0,,cars_with_price_est_20k.csv,Automatic,2001.0,13.928571428571429,0.013
17029,,Volkswagen,Hatchback,Petrol,,150000.0,,Golf,101.0,2990.0,17194.32,2990.0,,cars_with_price_est_20k.csv,Other,2005.0,29.603960396039604,0.019933333333333334
17030,,Peugeot,Other,Petrol,,80000.0,,Andere,58.0,2199.0,19253.5872,2199.0,,cars_with_price_est_20k.csv,Other,2006.0,37.91379310344828,0.0274875
17031,,Mercedes-Benz,Other,Diesel,,150000.0,,B Klasse,109.0,7800.0,21343.7952,7800.0,,cars_with_price_est_20k.csv,Other,2008.0,71.55963302752293,0.052
17032,,Seat,Other,Petrol,,150000.0,,Ibiza,60.0,999.0,8898.24,8898.24,,cars_with_price_est_20k.csv,Other,1997.0,148.304,0.059321599999999995
17033,,Volkswagen,Hatchback,Diesel,,150000.0,,Golf,105.0,8400.0,21113.04,8400.0,,cars_with_price_est_20k.csv,Other,2009.0,80.0,0.056
17034,,Mitsubishi,Other,,,150000.0,,Colt,,300.0,29484.0,29484.0,,cars_with_price_est_20k.csv,Other,2016.0,,0.19656
17035,,Volkswagen,Other,,,60000.0,,Polo,60.0,350.0,36398.88,36398.88,,cars_with_price_est_20k.csv,Other,2017.0,606.6479999999999,0.606648
17036,,Audi,Other,Petrol,,150000.0,,A3,,2400.0,24822.72,2400.0,,cars_with_price_est_20k.csv,Other,2004.0,,0.016
17037,,Opel,Other,,,150000.0,,Astra,,150.0,11232.0,11232.0,,cars_with_price_est_20k.csv,,2000.0,,0.07488
17038,,Suzuki,Other,Petrol,,100000.0,,Nan,,0.0,6189.615000000001,6189.615000000001,,cars_with_price_est_20k.csv,Other,1991.0,,0.061896150000000004
17039,,BMW,Other,Petrol,,150000.0,,3Er,150.0,2250.0,13333.320000000002,2250.0,,cars_with_price_est_20k.csv,Other,1999.0,15.0,0.015
17040,,Mercedes-Benz,Other,Diesel,,150000.0,,Vito,150.0,5300.0,21981.960000000003,5300.0,,cars_with_price_est_20k.csv,Other,2007.0,35.333333333333336,0.035333333333333335
17041,,Volkswagen,Other,Petrol,,150000.0,,Passat,115.0,2300.0,8435.7,2300.0,,cars_with_price_est_20k.csv,Other,1995.0,20.0,0.015333333333333332
17042,,Alfa Romeo,Other,Diesel,,150000.0,,159,150.0,3900.0,21981.960000000003,3900.0,,cars_with_price_est_20k.csv,Automatic,2007.0,26.0,0.026
17043,,BMW,Other,Petrol,,150000.0,,3Er,150.0,1500.0,9459.45,1500.0,,cars_with_price_est_20k.csv,Other,1995.0,10.0,0.01
17044,,Mercedes-Benz,Other,Diesel,,150000.0,,Nan,204.0,15500.0,27701.856,15500.0,,cars_with_price_est_20k.csv,Automatic,2010.0,75.98039215686275,0.10333333333333333
17045,,Mercedes-Benz,Other,Diesel,,150000.0,,A Klasse,,2400.0,30958.2,2400.0,,cars_with_price_est_20k.csv,Other,2017.0,,0.016
17046,,Sonstige Autos,Other,Petrol,,100000.0,,Nan,140.0,6800.0,9175.194,6800.0,,cars_with_price_est_20k.csv,Other,1991.0,48.57142857142857,0.068
17047,,BMW,Other,Petrol,,125000.0,,3Er,105.0,2250.0,13998.600000000002,2250.0,,cars_with_price_est_20k.csv,Other,2000.0,21.428571428571427,0.018
17048,,Nissan,Other,Petrol,,60000.0,,Micra,80.0,2400.0,17724.672,2400.0,,cars_with_price_est_20k.csv,Automatic,2003.0,30.0,0.04
17049,,Opel,Other,Petrol,,150000.0,,Andere,75.0,250.0,6224.4,6224.4,,cars_with_price_est_20k.csv,Other,1988.0,82.99199999999999,0.041496
17050,,Mercedes-Benz,Other,CNG/LPG,,150000.0,,Nan,218.0,4500.0,16196.544000000002,4500.0,,cars_with_price_est_20k.csv,Automatic,2000.0,20.642201834862384,0.03
17051,,Mercedes-Benz,Other,CNG/LPG,,150000.0,,Andere,,7800.0,15331.68,7800.0,,cars_with_price_est_20k.csv,Automatic,2004.0,,0.052
17052,,Fiat,Other,Petrol,,125000.0,,Andere,77.0,3700.0,16323.417,3700.0,,cars_with_price_est_20k.csv,Other,2007.0,48.05194805194805,0.0296
17053,,Nissan,Other,Petrol,,90000.0,,Micra,54.0,666.0,9998.1696,9998.1696,,cars_with_price_est_20k.csv,Other,1997.0,185.15128888888887,0.11109077333333332
17054,,Mercedes-Benz,Other,Diesel,,150000.0,,Gl,224.0,27000.0,27392.6016,27000.0,,cars_with_price_est_20k.csv,Automatic,2009.0,120.53571428571429,0.18
17055,,Volkswagen,Hatchback,Petrol,,150000.0,,Golf,90.0,249.0,30576.0,30576.0,,cars_with_price_est_20k.csv,Other,2016.0,339.73333333333335,0.20384
17056,,BMW,Other,Petrol,,150000.0,,3Er,116.0,2350.0,15551.827200000002,2350.0,,cars_with_price_est_20k.csv,Other,2002.0,20.25862068965517,0.015666666666666666
17057,,Citroen,Other,Petrol,,150000.0,,C5,116.0,1300.0,13410.6336,1300.0,,cars_with_price_est_20k.csv,Other,2003.0,11.206896551724139,0.008666666666666666
17058,,Audi,Other,Petrol,,150000.0,,A3,150.0,2222.0,64178.4,2222.0,,cars_with_price_est_20k.csv,Automatic,2018.0,14.813333333333333,0.014813333333333333
17059,,Volkswagen,Other,Diesel,,100000.0,,Polo,90.0,9500.0,27283.2,9500.0,,cars_with_price_est_20k.csv,Other,2012.0,105.55555555555556,0.095
17060,,Land Rover,Other,Diesel,,150000.0,,Defender,122.0,15900.0,16758.7056,15900.0,,cars_with_price_est_20k.csv,Other,2003.0,130.327868852459,0.106
17061,,Nissan,Other,Petrol,,90000.0,,Nan,,900.0,33566.4,33566.4,,cars_with_price_est_20k.csv,,2017.0,,0.37296
17062,,Volkswagen,Hatchback,Petrol,,150000.0,,Golf,75.0,2600.0,14523.6,2600.0,,cars_with_price_est_20k.csv,Other,2003.0,34.666666666666664,0.017333333333333333
17063,,Skoda,Other,Petrol,,20000.0,,Citigo,60.0,6500.0,33583.68,6500.0,,cars_with_price_est_20k.csv,Other,2014.0,108.33333333333333,0.325
17064,,Audi,Other,,,150000.0,,Nan,150.0,0.0,21587.28,21587.28,,cars_with_price_est_20k.csv,Other,1999.0,143.9152,0.1439152
17065,,Audi,Other,Petrol,,150000.0,,A6,165.0,1800.0,18579.912,1800.0,,cars_with_price_est_20k.csv,Other,1997.0,10.909090909090908,0.012
17066,,Opel,Other,Petrol,,100000.0,,Corsa,45.0,1099.0,9709.2,1099.0,,cars_with_price_est_20k.csv,Other,1997.0,24.42222222222222,0.01099
17067,,Volkswagen,Other,Diesel,,125000.0,,Polo,,3800.0,18117.0,3800.0,,cars_with_price_est_20k.csv,Other,2007.0,,0.0304
17068,,Volkswagen,Other,Petrol,,150000.0,,Passat,101.0,1150.0,9691.344,1150.0,,cars_with_price_est_20k.csv,Other,1997.0,11.386138613861386,0.007666666666666666
17069,,Renault,Other,,,80000.0,,Twingo,75.0,3490.0,23066.76,3490.0,,cars_with_price_est_20k.csv,Other,2009.0,46.53333333333333,0.043625
17070,,Volkswagen,Hatchback,,,150000.0,,Golf,101.0,1000.0,10629.216,1000.0,,cars_with_price_est_20k.csv,Other,1998.0,9.900990099009901,0.006666666666666667
17071,,Audi,Other,Petrol,,125000.0,,A3,160.0,12999.0,40212.48,12999.0,,cars_with_price_est_20k.csv,Other,2008.0,81.24375,0.103992
17072,,Smart,Other,Petrol,,125000.0,,Fortwo,54.0,1190.0,11641.014000000005,1190.0,,cars_with_price_est_20k.csv,Automatic,1999.0,22.037037037037038,0.00952
17073,,Smart,Other,,,5000.0,,Fortwo,,20.0,25183.872000000003,25183.872000000003,,cars_with_price_est_20k.csv,,2008.0,,5.0367744000000005
17074,,Opel,Other,Petrol,,125000.0,,Corsa,90.0,3950.0,20697.6,3950.0,,cars_with_price_est_20k.csv,Other,2008.0,43.888888888888886,0.0316
17075,,Skoda,Other,Diesel,,5000.0,,Octavia,90.0,2500.0,19995.528,2500.0,,cars_with_price_est_20k.csv,Automatic,2003.0,27.77777777777778,0.5
17076,,Audi,Other,Diesel,,150000.0,,A8,179.0,4499.0,28253.3472,4499.0,,cars_with_price_est_20k.csv,Automatic,2002.0,25.134078212290504,0.029993333333333334
17077,,Smart,Other,Petrol,,30000.0,,Fortwo,71.0,8200.0,33494.8824,8200.0,,cars_with_price_est_20k.csv,Automatic,2013.0,115.49295774647888,0.2733333333333333
17078,,Mercedes-Benz,Other,,,125000.0,,C Klasse,122.0,777.0,10128.888,10128.888,,cars_with_price_est_20k.csv,Other,1996.0,83.02367213114755,0.081031104
17079,,Alfa Romeo,Other,Petrol,,150000.0,,Andere,150.0,900.0,14414.400000000003,14414.400000000003,,cars_with_price_est_20k.csv,Other,2000.0,96.09600000000002,0.09609600000000003
17080,,Opel,Other,Petrol,,150000.0,,Corsa,,1399.0,12916.8,1399.0,,cars_with_price_est_20k.csv,Other,2002.0,,0.009326666666666667
17081,,Volkswagen,Other,Diesel,,100000.0,,Sharan,140.0,8500.0,21798.72,8500.0,,cars_with_price_est_20k.csv,Other,2006.0,60.714285714285715,0.085
17082,,Volkswagen,Other,Petrol,,30000.0,,Polo,105.0,12900.0,34202.64,12900.0,,cars_with_price_est_20k.csv,Other,2013.0,122.85714285714286,0.43
17083,,Mazda,Other,Diesel,,150000.0,,3 Reihe,109.0,5490.0,21280.272,5490.0,,cars_with_price_est_20k.csv,Other,2009.0,50.36697247706422,0.0366
17084,,Opel,Other,,,150000.0,,Astra,,0.0,7371.0,7371.0,,cars_with_price_est_20k.csv,,1995.0,,0.04914
17085,,Opel,Other,Petrol,,150000.0,,Corsa,45.0,800.0,8704.800000000001,8704.800000000001,,cars_with_price_est_20k.csv,Other,1997.0,193.44000000000003,0.05803200000000001
17086,,Volkswagen,Other,Petrol,,150000.0,,Sharan,150.0,2700.0,15787.2,2700.0,,cars_with_price_est_20k.csv,Other,2002.0,18.0,0.018
17087,,Volkswagen,Other,Petrol,,125000.0,,Polo,60.0,1950.0,11233.2,1950.0,,cars_with_price_est_20k.csv,Other,1999.0,32.5,0.0156
17088,,Honda,Other,Petrol,,150000.0,,Andere,273.0,41900.0,9763.884,41900.0,,cars_with_price_est_20k.csv,Other,1991.0,153.4798534798535,0.2793333333333333
17089,,Mercedes-Benz,Other,Petrol,,150000.0,,Clk,136.0,1400.0,12993.926400000002,1400.0,,cars_with_price_est_20k.csv,Other,1999.0,10.294117647058824,0.009333333333333334
17090,,Opel,Other,,,5000.0,,Nan,,22222.0,20611.800000000003,22222.0,,cars_with_price_est_20k.csv,,2005.0,,4.4444
17091,,Chevrolet,Other,Petrol,,125000.0,,Andere,122.0,2790.0,18948.6,2790.0,,cars_with_price_est_20k.csv,Other,2005.0,22.868852459016395,0.02232
17092,,Volkswagen,Hatchback,Petrol,,150000.0,,Golf,72.0,990.0,6185.088,6185.088,,cars_with_price_est_20k.csv,Automatic,1988.0,85.904,0.04123392
17093,,Smart,Convertible,Diesel,,150000.0,,Roadster,45.0,2200.0,12678.12,2200.0,,cars_with_price_est_20k.csv,Automatic,2001.0,48.888888888888886,0.014666666666666666
17094,,Volkswagen,Hatchback,Petrol,,150000.0,,Golf,85.0,350.0,7944.3,7944.3,,cars_with_price_est_20k.csv,Other,1995.0,93.46235294117648,0.052962
17095,,Mercedes-Benz,Other,Diesel,,150000.0,,Vito,150.0,13999.0,23063.040000000005,13999.0,,cars_with_price_est_20k.csv,Automatic,2008.0,93.32666666666667,0.09332666666666667
17096,,Volkswagen,Hatchback,Petrol,,150000.0,,Golf,75.0,870.0,10966.8,10966.8,,cars_with_price_est_20k.csv,Other,1999.0,146.224,0.073112
17097,,Audi,Other,Diesel,,150000.0,,A3,105.0,8990.0,35892.168,8990.0,,cars_with_price_est_20k.csv,Other,2009.0,85.61904761904762,0.05993333333333333
17098,,Opel,Other,Petrol,,125000.0,,Andere,170.0,3700.0,9028.8,3700.0,,cars_with_price_est_20k.csv,Automatic,1992.0,21.764705882352942,0.0296
17099,,Mercedes-Benz,Other,Petrol,,150000.0,,Andere,,1700.0,7076.16,1700.0,,cars_with_price_est_20k.csv,Other,1992.0,,0.011333333333333334
17100,,Fiat,Other,Petrol,,150000.0,,Punto,60.0,300.0,9027.408,9027.408,,cars_with_price_est_20k.csv,Other,1999.0,150.4568,0.060182719999999995
17101,,Mercedes-Benz,Other,Diesel,,150000.0,,E Klasse,197.0,180.0,16819.6392,16819.6392,,cars_with_price_est_20k.csv,Automatic,2001.0,85.37887918781726,0.112130928
17102,,BMW,Other,Diesel,,150000.0,,5Er,197.0,13600.0,23860.4184,13600.0,,cars_with_price_est_20k.csv,Automatic,2007.0,69.03553299492386,0.09066666666666667
17103,,Ford,Other,Diesel,,125000.0,,Mondeo,140.0,9499.0,22809.6,9499.0,,cars_with_price_est_20k.csv,Automatic,2008.0,67.85,0.075992
17104,,Audi,Other,Diesel,,150000.0,,A6,179.0,6490.0,35623.7856,6490.0,,cars_with_price_est_20k.csv,Automatic,2006.0,36.25698324022346,0.04326666666666667
17105,,BMW,Other,Diesel,,150000.0,,3Er,163.0,8600.0,21394.9008,8600.0,,cars_with_price_est_20k.csv,Other,2006.0,52.760736196319016,0.05733333333333333
17106,,Ford,Other,Petrol,,150000.0,,Focus,116.0,1099.0,16743.168,1099.0,,cars_with_price_est_20k.csv,Other,2004.0,9.474137931034482,0.007326666666666667
17107,,Ford,Other,Petrol,,150000.0,,Nan,130.0,799.0,13228.8,13228.8,,cars_with_price_est_20k.csv,Other,2000.0,101.75999999999999,0.08819199999999999
17108,,Mercedes-Benz,Other,Petrol,,150000.0,,C Klasse,122.0,1250.0,12654.5328,1250.0,,cars_with_price_est_20k.csv,Other,1999.0,10.245901639344263,0.008333333333333333
17109,,Renault,Other,Diesel,,150000.0,,Andere,,2100.0,9547.2,2100.0,,cars_with_price_est_20k.csv,Other,1998.0,,0.014
17110,,Mercedes-Benz,Other,Diesel,,150000.0,,C Klasse,102.0,2350.0,13156.416,2350.0,,cars_with_price_est_20k.csv,Other,2000.0,23.03921568627451,0.015666666666666666
17111,,Fiat,Other,Petrol,,150000.0,,Punto,60.0,390.0,9027.408,9027.408,,cars_with_price_est_20k.csv,Other,1999.0,150.4568,0.060182719999999995
17112,,Volkswagen,Other,Petrol,,125000.0,,Caddy,102.0,7990.0,22198.44,7990.0,,cars_with_price_est_20k.csv,Other,2009.0,78.33333333333333,0.06392
17113,,Volkswagen,Other,,,150000.0,,Polo,65.0,2500.0,31917.6,2500.0,,cars_with_price_est_20k.csv,Other,2018.0,38.46153846153846,0.016666666666666666
17114,,Opel,Other,Petrol,,150000.0,,Astra,101.0,1600.0,14380.704,1600.0,,cars_with_price_est_20k.csv,Other,2002.0,15.841584158415841,0.010666666666666666
17115,,Peugeot,Other,,,150000.0,,4 Reihe,163.0,4999.0,18268.224,4999.0,,cars_with_price_est_20k.csv,Other,2004.0,30.66871165644172,0.033326666666666664
17116,,Skoda,Other,Petrol,,100000.0,,Octavia,200.0,15900.0,29232.0,15900.0,,cars_with_price_est_20k.csv,Other,2010.0,79.5,0.159
17117,,Audi,Other,Diesel,,125000.0,,A4,143.0,13950.0,38991.744000000006,13950.0,,cars_with_price_est_20k.csv,Other,2008.0,97.55244755244755,0.1116
17118,,Volkswagen,Hatchback,Petrol,,150000.0,,Golf,105.0,2980.0,14495.52,2980.0,,cars_with_price_est_20k.csv,Other,2002.0,28.38095238095238,0.019866666666666668
17119,,Citroen,Other,Petrol,,70000.0,,C1,68.0,2470.0,17055.11808,2470.0,,cars_with_price_est_20k.csv,Other,2006.0,36.3235294117647,0.03528571428571429
17120,,Volkswagen,Hatchback,Petrol,,100000.0,,Golf,102.0,6590.0,22361.088,6590.0,,cars_with_price_est_20k.csv,Other,2008.0,64.6078431372549,0.0659
17121,,Volkswagen,Other,Diesel,,150000.0,,Transporter,102.0,3800.0,10650.432,3800.0,,cars_with_price_est_20k.csv,Other,1998.0,37.254901960784316,0.025333333333333333
17122,,Smart,Other,,,150000.0,,Fortwo,45.0,1400.0,29484.0,1400.0,,cars_with_price_est_20k.csv,Automatic,2016.0,31.11111111111111,0.009333333333333334
17123,,Volkswagen,Hatchback,Petrol,,125000.0,,Golf,75.0,1950.0,11599.500000000002,1950.0,,cars_with_price_est_20k.csv,Other,1999.0,26.0,0.0156
17124,,Mercedes-Benz,Other,Diesel,,125000.0,,Vito,88.0,7150.0,20629.224,7150.0,,cars_with_price_est_20k.csv,Other,2007.0,81.25,0.0572
17125,,Mercedes-Benz,Other,Diesel,,150000.0,,C Klasse,,1000.0,29484.0,1000.0,,cars_with_price_est_20k.csv,Other,2016.0,,0.006666666666666667
17126,,Smart,Other,Petrol,,20000.0,,Fortwo,71.0,7999.0,36106.1064,7999.0,,cars_with_price_est_20k.csv,Automatic,2014.0,112.66197183098592,0.39995
17127,,Jeep,Other,Petrol,,50000.0,,Grand,300.0,38900.0,51072.0,38900.0,,cars_with_price_est_20k.csv,Automatic,2015.0,129.66666666666666,0.778
17128,,Audi,Other,Diesel,,150000.0,,A6,179.0,7500.0,33781.176,7500.0,,cars_with_price_est_20k.csv,Automatic,2005.0,41.899441340782126,0.05
17129,,Volkswagen,Other,Petrol,,125000.0,,Polo,55.0,5800.0,17417.4,5800.0,,cars_with_price_est_20k.csv,Other,2006.0,105.45454545454545,0.0464
17130,,Skoda,Other,Petrol,,90000.0,,Fabia,69.0,1700.0,22322.8992,1700.0,,cars_with_price_est_20k.csv,Other,2009.0,24.63768115942029,0.01888888888888889
17131,,Audi,Other,Diesel,,150000.0,,A4,232.0,7900.0,40895.9616,7900.0,,cars_with_price_est_20k.csv,Other,2007.0,34.05172413793103,0.05266666666666667
17132,,Skoda,Other,Diesel,,150000.0,,Octavia,170.0,9150.0,21696.48,9150.0,,cars_with_price_est_20k.csv,Other,2007.0,53.8235294117647,0.061
17133,,Mercedes-Benz,Other,Petrol,,125000.0,,C Klasse,143.0,7800.0,19567.548000000003,7800.0,,cars_with_price_est_20k.csv,Other,2004.0,54.54545454545455,0.0624
17134,,Audi,Other,Petrol,,150000.0,,A6,174.0,850.0,15983.603999999998,15983.603999999998,,cars_with_price_est_20k.csv,Other,1995.0,91.85979310344827,0.10655735999999999
17135,,Seat,Other,Petrol,,125000.0,,Leon,,850.0,13662.000000000002,13662.000000000002,,cars_with_price_est_20k.csv,Other,2002.0,,0.10929600000000002
17136,,Audi,Other,Petrol,,150000.0,,Nan,275.0,6399.0,39382.2,6399.0,,cars_with_price_est_20k.csv,Other,2005.0,23.26909090909091,0.04266
17137,,Opel,Other,Petrol,,150000.0,,Astra,147.0,1950.0,34132.8,1950.0,,cars_with_price_est_20k.csv,Automatic,2016.0,13.26530612244898,0.013
17138,,Mercedes-Benz,Other,Diesel,,150000.0,,C Klasse,125.0,950.0,13759.2,13759.2,,cars_with_price_est_20k.csv,Automatic,2000.0,110.0736,0.091728
17139,,Ford,Other,Diesel,,90000.0,,Kuga,163.0,17500.0,29996.64,17500.0,,cars_with_price_est_20k.csv,Automatic,2011.0,107.36196319018404,0.19444444444444445
17140,,Opel,Other,Diesel,,150000.0,,Astra,66.0,2950.0,15993.12,2950.0,,cars_with_price_est_20k.csv,Other,2005.0,44.696969696969695,0.019666666666666666
17141,,Alfa Romeo,Other,Diesel,,150000.0,,Andere,136.0,800.0,12993.926400000002,12993.926400000002,,cars_with_price_est_20k.csv,Other,1999.0,95.54357647058825,0.08662617600000001
17142,,Opel,Other,Diesel,,150000.0,,Astra,101.0,2999.0,18132.192,2999.0,,cars_with_price_est_20k.csv,Other,2006.0,29.693069306930692,0.01999333333333333
17143,,Opel,Other,Diesel,,150000.0,,Zafira,102.0,3850.0,16288.896,3850.0,,cars_with_price_est_20k.csv,Other,2004.0,37.745098039215684,0.025666666666666667
